Customer_Age,Gender,Education_Level,Customer_Job,Income,Marital_Status,Dependent_Count,Card_Category,Credit_Limit,Personal_loan,Car_Owner,House_Owner,Cust_Satisfaction_Score,Delinquent_Acc,,,
61,F,Graduate,White-collar,28399,Single,1,Blue,2672,no,yes,no,5,0,,,
54,M,Graduate,Retirees,92584,Married,1,Blue,1968,no,yes,no,4,0,,,
45,F,Unknown,Blue-collar,33822,Married,3,Blue,11189,no,no,yes,5,0,,,
58,F,Graduate,Blue-collar,28198,Married,1,Blue,1816,yes,no,yes,5,0,,,
46,M,Graduate,Retirees,60543,Single,1,Blue,8159,yes,yes,yes,3,0,,,
51,M,Graduate,Businessman,217709,Married,1,Blue,3645,yes,no,no,4,0,,,
48,M,Unknown,White-collar,93843,Single,4,Blue,4523,no,yes,no,3,0,,,
28,F,Uneducated,Businessman,23967,Single,0,Blue,10573,no,yes,yes,5,0,,,
51,F,Doctorate,Selfemployeed,38807,Single,1,Blue,1438.3,yes,yes,no,4,1,,,
29,M,Unknown,Blue-collar,96179,Married,0,Blue,34516,no,no,yes,4,1,,,
42,F,Uneducated,Blue-collar,31509,Married,4,Blue,2318,yes,no,no,4,1,,,
45,M,Graduate,Businessman,66640,Married,3,Blue,2470,yes,no,yes,4,1,,,
56,F,Graduate,Selfemployeed,14975,Single,3,Blue,4061,no,no,yes,5,1,,,
49,M,Unknown,Govt,106832,Unknown,4,Silver,10398,no,no,yes,4,1,,,
60,F,Graduate,Selfemployeed,14975,Single,1,Blue,1438.3,yes,no,yes,5,1,,,
43,F,Graduate,Selfemployeed,14975,Single,1,Blue,9569,no,no,yes,5,1,,,
59,F,Unknown,Selfemployeed,6550,Married,1,Blue,9036,no,no,no,4,1,,,
45,F,High School,Blue-collar,14415,Married,3,Blue,2513,no,yes,yes,5,1,,,
46,F,Graduate,Selfemployeed,12150,Married,4,Blue,24312,yes,no,yes,4,0,,,
54,M,Post-Graduate,Businessman,154116,Single,2,Silver,34516,no,no,no,5,0,,,
41,F,Graduate,Selfemployeed,13513,Married,2,Blue,21953,yes,yes,yes,4,0,,,
33,M,Unknown,Selfemployeed,64017,Married,1,Blue,2303,no,no,yes,4,0,,,
60,M,Post-Graduate,Businessman,86471,Single,1,Blue,2210,no,yes,no,4,0,,,
37,M,Unknown,Blue-collar,77527,Single,2,Blue,5393,no,no,yes,5,0,,,
41,F,High School,Businessman,43428,Single,5,Blue,6723,yes,yes,yes,5,0,,,
45,M,Graduate,Businessman,49701,Single,4,Blue,19595,no,no,no,4,0,,,
45,F,Doctorate,Blue-collar,12218,Single,3,Blue,2938,no,yes,yes,5,0,,,
45,F,Graduate,Selfemployeed,54096,Single,3,Blue,9654,yes,yes,no,3,0,,,
42,M,Graduate,Businessman,70189,Single,3,Blue,3979,yes,no,yes,5,0,,,
35,M,High School,White-collar,56510,Married,3,Blue,2300,no,yes,yes,4,0,,,
51,F,Unknown,Businessman,48299,Single,3,Blue,2915,no,no,no,5,0,,,
46,F,Graduate,Retirees,31020,Single,3,Blue,8881,yes,no,no,3,0,,,
63,M,Graduate,Govt,78815,Single,0,Blue,31782,yes,no,yes,3,0,,,
54,F,Uneducated,Selfemployeed,56546,Single,3,Blue,2052,no,yes,yes,5,0,,,
43,F,Graduate,Businessman,33654,Married,4,Blue,34516,no,no,yes,4,0,,,
49,F,Unknown,Selfemployeed,14975,Single,0,Blue,8863,no,no,yes,5,0,,,
42,F,Graduate,Selfemployeed,5225,Married,2,Blue,6884,no,yes,no,4,0,,,
52,F,Graduate,Retirees,36256,Married,3,Blue,5924,no,yes,no,5,0,,,
47,F,Uneducated,Govt,48569,Single,4,Blue,34058,no,no,no,4,0,,,
46,F,Unknown,Retirees,59938,Married,2,Blue,2623,no,no,yes,3,0,,,
26,M,High School,Blue-collar,69839,Single,0,Blue,4325,yes,no,yes,4,0,,,
46,F,Graduate,Retirees,27376,Single,5,Blue,4960,no,no,no,4,0,,,
48,F,Unknown,Govt,56797,Married,3,Blue,2974,yes,no,yes,3,0,,,
64,F,Unknown,Selfemployeed,11539,Married,0,Blue,16494,no,yes,no,3,0,,,
42,M,Unknown,Businessman,157242,Single,2,Blue,3416,no,no,no,4,0,,,
40,F,High School,Selfemployeed,11165,Married,2,Blue,10741,no,no,no,5,0,,,
53,F,Unknown,Businessman,59812,Married,3,Blue,1438.3,no,no,no,4,0,,,
46,F,Unknown,Businessman,62501,Married,2,Blue,8241,yes,no,no,5,0,,,
43,F,Unknown,Selfemployeed,6550,Single,3,Silver,34516,no,yes,yes,5,0,,,
43,F,Graduate,Govt,53318,Single,4,Blue,8566,no,no,no,3,0,,,
52,M,Graduate,Blue-collar,82361,Married,3,Blue,2308,no,no,yes,5,0,,,
43,M,Graduate,Businessman,114369,Married,3,Blue,22741,no,yes,yes,3,0,,,
60,F,Unknown,Selfemployeed,31291,Single,1,Blue,19300,no,no,yes,5,0,,,
50,F,Doctorate,Selfemployeed,14975,Married,4,Blue,17996,no,no,no,4,0,,,
58,M,Graduate,White-collar,134377,Married,2,Silver,13062,no,no,no,5,0,,,
38,M,Graduate,White-collar,65798,Married,2,Blue,3131,no,no,yes,5,0,,,
49,M,Unknown,Blue-collar,71667,Married,2,Blue,3897,no,no,no,3,0,,,
47,F,Post-Graduate,Retirees,24412,Single,4,Blue,2647,no,no,yes,5,0,,,
43,M,Graduate,Businessman,92135,Single,4,Blue,7385,no,yes,no,5,0,,,
32,M,Graduate,Retirees,58396,Single,0,Blue,2557,no,no,yes,4,0,,,
53,M,Graduate,White-collar,84658,Single,3,Blue,5630,no,no,yes,4,0,,,
59,F,Graduate,Blue-collar,13487,Single,1,Blue,17536,yes,no,no,5,0,,,
45,F,High School,Selfemployeed,5525,Married,3,Blue,34516,no,no,yes,4,0,,,
55,F,Graduate,Businessman,40596,Single,1,Blue,2360,no,no,yes,4,0,,,
59,M,Graduate,Businessman,130029,Single,1,Blue,9215,yes,no,yes,4,0,,,
58,M,Graduate,Businessman,166510,Married,3,Blue,8426,no,no,no,3,0,,,
36,F,Unknown,Retirees,41606,Single,2,Blue,22380,no,no,yes,5,0,,,
60,M,Doctorate,Blue-collar,52673,Unknown,0,Blue,4269,no,yes,no,5,0,,,
55,M,Graduate,Retirees,71328,Married,3,Blue,20080,no,no,no,4,0,,,
62,F,Unknown,Selfemployeed,55679,Single,0,Blue,12280,yes,no,yes,4,0,,,
43,M,Uneducated,Blue-collar,108940,Single,4,Gold,34516,no,yes,no,4,0,,,
43,F,Uneducated,Selfemployeed,26036,Single,3,Blue,2684,no,no,yes,5,0,,,
49,M,Doctorate,Businessman,77813,Married,0,Blue,18232,yes,yes,no,4,0,,,
34,F,Graduate,Businessman,43550,Single,4,Blue,2669,no,no,yes,4,0,,,
30,F,High School,Selfemployeed,25417,Single,0,Blue,5726,no,no,no,4,0,,,
58,F,Graduate,Selfemployeed,35335,Married,1,Silver,15198,no,no,no,4,0,,,
42,F,Graduate,Blue-collar,37739,Married,1,Blue,7226,no,no,no,5,0,,,
49,M,Graduate,Retirees,64696,Single,2,Blue,2586,no,yes,no,3,0,,,
44,F,Graduate,Selfemployeed,2565,Married,3,Blue,2339,no,no,yes,5,0,,,
64,F,Graduate,Govt,20850,Married,0,Blue,5397,no,no,no,5,0,,,
34,M,High School,Businessman,67814,Married,1,Silver,28829,no,yes,no,5,0,,,
56,M,Uneducated,Govt,85253,Married,1,Blue,2709,no,no,no,5,0,,,
44,F,High School,Selfemployeed,56496,Married,2,Blue,1438.3,no,yes,no,5,0,,,
39,F,Graduate,Retirees,31238,Single,3,Blue,6942,no,no,no,5,0,,,
55,M,Graduate,White-collar,92487,Married,3,Blue,2214,no,no,no,3,0,,,
34,M,Post-Graduate,Selfemployeed,53688,Single,3,Blue,2716,no,yes,no,4,0,,,
48,M,Graduate,Retirees,59734,Married,3,Blue,2440,no,no,yes,5,0,,,
45,M,Graduate,Govt,96566,Married,3,Blue,1596,no,no,no,5,0,,,
51,M,Graduate,Businessman,205228,Single,2,Silver,29974,yes,no,yes,4,0,,,
44,F,Post-Graduate,Businessman,139578,Married,3,Blue,7872,no,no,yes,4,0,,,
32,F,High School,White-collar,32860,Married,1,Blue,5699,no,no,yes,5,0,,,
43,F,Graduate,Blue-collar,12171,Married,5,Blue,3228,no,yes,yes,5,0,,,
47,M,Unknown,Govt,70422,Divorced,3,Blue,10614,no,yes,yes,5,0,,,
48,F,Uneducated,Selfemployeed,14975,Single,4,Blue,1438.3,no,no,yes,5,0,,,
42,M,High School,Businessman,233820,Single,4,Silver,34516,no,yes,no,5,0,,,
60,F,Graduate,Businessman,17624,Married,2,Silver,19853,yes,yes,yes,3,0,,,
50,M,Uneducated,Selfemployeed,63951,Married,0,Blue,2481,no,no,no,5,0,,,
36,M,High School,Selfemployeed,85031,Married,2,Silver,13432,no,no,no,5,0,,,
36,M,Graduate,Businessman,95698,Single,2,Blue,1438.3,no,no,no,3,0,,,
53,M,Uneducated,Retirees,73659,Single,3,Blue,3743,no,yes,no,4,0,,,
49,F,Graduate,Selfemployeed,16106,Married,1,Blue,1726,no,no,yes,5,0,,,
49,F,Doctorate,Selfemployeed,8250,Single,3,Blue,4645,no,yes,no,3,0,,,
38,M,Uneducated,White-collar,93055,Married,4,Blue,2278,no,yes,yes,5,0,,,
49,F,Unknown,Businessman,38926,Single,2,Silver,34516,no,no,no,4,0,,,
57,F,Graduate,Selfemployeed,16433,Single,1,Blue,15011,no,yes,yes,5,0,,,
56,F,Uneducated,Businessman,39167,Single,2,Blue,10452,no,no,yes,3,0,,,
46,F,High School,Selfemployeed,39613,Single,4,Blue,7333,no,no,no,3,0,,,
39,M,High School,Selfemployeed,61057,Married,4,Blue,21680,no,no,no,4,0,,,
49,M,Uneducated,Retirees,65847,Single,3,Blue,2001,yes,no,yes,4,0,,,
52,F,Graduate,Blue-collar,10514,Single,3,Blue,4076,no,yes,no,5,0,,,
38,F,Unknown,Selfemployeed,14975,Married,2,Blue,2778,no,no,yes,5,0,,,
48,M,Post-Graduate,Retirees,47477,Married,2,Blue,2765,no,no,no,5,0,,,
36,M,Unknown,White-collar,51579,Single,4,Gold,23981,no,yes,no,5,0,,,
62,M,Graduate,Businessman,16461,Unknown,1,Blue,9592,yes,no,no,4,0,,,
34,M,High School,Businessman,101682,Married,2,Blue,21325,no,no,no,4,0,,,
57,F,Unknown,Businessman,176223,Married,1,Blue,13035,no,yes,no,4,0,,,
58,M,Graduate,White-collar,76555,Married,4,Blue,3044,no,no,yes,5,0,,,
50,F,High School,Selfemployeed,26038,Married,2,Blue,1817,no,yes,yes,4,0,,,
33,M,Unknown,Retirees,104738,Married,1,Blue,34516,no,yes,yes,5,0,,,
41,F,High School,Retirees,40532,Married,2,Blue,14315,yes,yes,no,4,0,,,
42,M,Graduate,Blue-collar,65176,Married,3,Blue,10214,no,no,no,4,0,,,
38,F,Graduate,Selfemployeed,43640,Married,4,Blue,13090,no,yes,no,5,0,,,
54,F,Graduate,Selfemployeed,31725,Single,3,Blue,25670,no,yes,yes,4,0,,,
48,F,Doctorate,Blue-collar,32970,Married,2,Blue,8696,no,yes,no,4,0,,,
54,F,Post-Graduate,Blue-collar,16414,Married,2,Blue,2799,no,no,no,4,0,,,
47,F,Uneducated,Selfemployeed,14975,Single,3,Blue,3735,no,no,no,5,0,,,
49,M,High School,Blue-collar,72844,Single,4,Silver,34516,no,no,yes,3,0,,,
29,M,Graduate,Govt,105328,Married,1,Silver,34516,no,yes,no,3,0,,,
46,F,Unknown,White-collar,27661,Married,2,Blue,2172,no,no,yes,4,0,,,
48,M,Post-Graduate,Selfemployeed,77849,Married,4,Silver,15713,no,yes,yes,5,0,,,
49,M,Graduate,Businessman,141021,Single,4,Platinum,34516,no,no,no,3,0,,,
53,F,Graduate,Selfemployeed,11540,Single,4,Blue,23008,no,yes,yes,4,0,,,
42,F,High School,Selfemployeed,14975,Single,5,Blue,20056,no,no,no,5,0,,,
46,F,High School,Selfemployeed,14975,Married,2,Blue,5746,no,no,no,5,0,,,
41,F,Uneducated,Businessman,33271,Single,2,Blue,1900,no,yes,yes,5,0,,,
44,F,Graduate,Businessman,41569,Single,2,Blue,33408,yes,yes,yes,4,0,,,
48,F,Graduate,Govt,48809,Single,3,Blue,3604,no,yes,yes,5,0,,,
54,M,High School,Blue-collar,80456,Married,5,Blue,1484,yes,no,yes,4,0,,,
42,M,Uneducated,Blue-collar,47457,Married,2,Blue,2265,no,no,no,5,0,,,
61,F,Unknown,Selfemployeed,36884,Married,0,Blue,2748,no,yes,no,5,0,,,
46,M,High School,Businessman,127568,Married,3,Blue,27229,no,no,yes,4,0,,,
45,M,Graduate,White-collar,77935,Married,2,Blue,3485,yes,no,no,5,0,,,
46,F,Uneducated,Selfemployeed,14975,Single,4,Blue,34516,no,yes,no,5,0,,,
42,F,High School,Blue-collar,13423,Married,4,Blue,12208,no,no,no,4,0,,,
47,M,Uneducated,Selfemployeed,67550,Single,3,Blue,4419,no,yes,no,5,0,,,
50,F,High School,Businessman,33599,Unknown,0,Blue,3159,no,no,yes,4,0,,,
43,M,High School,Govt,96647,Married,2,Blue,3287,yes,yes,yes,3,0,,,
41,M,High School,Govt,78182,Married,4,Blue,2560,no,yes,no,4,0,,,
44,F,High School,White-collar,18370,Single,4,Blue,5496,no,no,yes,5,0,,,
43,F,Graduate,Govt,29288,Married,3,Blue,21691,no,yes,yes,5,0,,,
51,M,Uneducated,Businessman,84312,Married,1,Blue,1954,no,yes,no,5,0,,,
46,M,Uneducated,White-collar,74316,Married,1,Silver,17894,yes,no,no,5,0,,,
45,F,Doctorate,Businessman,209872,Single,4,Silver,17894,no,no,yes,4,0,,,
42,M,Unknown,Businessman,49476,Married,3,Blue,8480,no,yes,no,5,0,,,
48,F,Post-Graduate,Businessman,38513,Married,4,Blue,23424,no,yes,no,3,0,,,
42,M,Unknown,Selfemployeed,44301,Married,3,Blue,2749,no,no,yes,5,0,,,
54,F,Doctorate,Govt,18794,Single,3,Blue,7189,no,yes,no,3,0,,,
47,F,Post-Graduate,Selfemployeed,14975,Married,4,Silver,28822,no,yes,yes,3,0,,,
53,F,High School,Blue-collar,44291,Single,2,Silver,13138,no,yes,no,5,0,,,
43,F,Graduate,Selfemployeed,11285,Married,4,Blue,2210,no,yes,no,4,0,,,
39,M,Graduate,Blue-collar,96873,Married,4,Blue,1480,no,yes,no,3,0,,,
50,F,Doctorate,Selfemployeed,14975,Single,1,Blue,3238,no,yes,no,4,0,,,
32,M,Post-Graduate,Blue-collar,66000,Married,0,Blue,5724,no,yes,no,5,0,,,
59,F,Post-Graduate,White-collar,28453,Single,2,Blue,5015,no,no,no,4,0,,,
45,F,Graduate,Govt,34732,Married,3,Blue,4284,no,no,yes,5,0,,,
48,F,Graduate,Businessman,211378,Married,3,Silver,17328,no,yes,yes,5,0,,,
58,F,Graduate,Selfemployeed,22046,Single,0,Blue,3495,no,yes,no,4,0,,,
50,F,Uneducated,Govt,30137,Married,3,Blue,2616,no,yes,no,4,0,,,
53,F,Unknown,White-collar,149631,Married,1,Silver,10186,no,no,yes,4,0,,,
39,F,Graduate,Blue-collar,41095,Single,4,Blue,2735,no,yes,yes,5,0,,,
47,M,Uneducated,Retirees,64421,Married,3,Blue,2214,no,no,yes,3,0,,,
42,F,Doctorate,Selfemployeed,31307,Married,3,Blue,5494,no,no,no,4,0,,,
46,F,Graduate,Selfemployeed,12150,Married,1,Blue,2156,no,no,no,5,0,,,
30,F,Graduate,Blue-collar,12294,Single,2,Blue,34516,no,yes,yes,4,0,,,
49,F,Graduate,Businessman,57086,Married,5,Blue,5242,no,no,no,5,0,,,
59,F,Unknown,White-collar,42593,Single,0,Blue,7336,no,no,no,3,0,,,
50,M,Uneducated,Blue-collar,67843,Married,0,Blue,2118,no,yes,no,3,0,,,
46,M,Graduate,Businessman,176220,Single,4,Blue,9947,no,yes,no,4,0,,,
45,F,High School,White-collar,18628,Single,3,Silver,13199,no,yes,no,5,0,,,
50,M,Graduate,Retirees,43991,Single,2,Blue,9106,no,no,no,5,0,,,
41,F,Graduate,Selfemployeed,2565,Unknown,4,Blue,8077,no,no,yes,4,0,,,
48,F,Uneducated,Retirees,39492,Single,1,Blue,1438.3,yes,yes,no,4,0,,,
54,F,High School,Selfemployeed,14975,Married,2,Gold,12918,no,yes,yes,3,0,,,
27,F,Graduate,Businessman,210208,Single,0,Blue,4207,no,no,no,4,0,,,
51,F,Graduate,Blue-collar,14078,Married,2,Blue,2154,no,yes,no,3,0,,,
38,F,Graduate,White-collar,20583,Unknown,1,Blue,5930,no,no,yes,4,0,,,
42,M,Graduate,Businessman,65171,Married,3,Blue,8842,yes,yes,no,5,0,,,
50,M,Uneducated,Blue-collar,45525,Married,1,Blue,1707,no,no,yes,4,0,,,
53,M,Unknown,Govt,72632,Single,4,Blue,2423,no,yes,no,4,0,,,
46,F,Graduate,White-collar,51585,Single,3,Blue,8376,no,no,no,4,0,,,
48,F,Graduate,Blue-collar,28821,Single,3,Blue,2404,no,no,yes,3,0,,,
54,M,Graduate,Blue-collar,86928,Single,0,Blue,10514,no,no,no,4,0,,,
54,F,Unknown,White-collar,35066,Married,0,Blue,2384,no,yes,yes,4,0,,,
56,F,Graduate,Selfemployeed,56624,Single,5,Blue,4409,no,no,yes,5,1,,,
51,F,Uneducated,Selfemployeed,14975,Married,3,Blue,3889,no,no,no,5,1,,,
37,F,Unknown,Selfemployeed,14975,Single,3,Blue,5579,no,yes,yes,5,1,,,
51,F,Graduate,Blue-collar,10471,Married,1,Blue,10144,no,yes,no,3,1,,,
45,F,Graduate,Businessman,44401,Single,5,Blue,2419,no,yes,yes,5,1,,,
33,M,Uneducated,Govt,45253,Single,2,Blue,2851,no,no,no,4,1,,,
49,F,Graduate,White-collar,91271,Married,4,Blue,1438.3,no,yes,yes,5,1,,,
58,F,Graduate,Businessman,205911,Single,1,Blue,3733,no,no,no,5,1,,,
43,F,High School,Selfemployeed,14975,Unknown,3,Blue,26945,no,no,no,3,1,,,
47,F,Doctorate,Govt,31400,Married,2,Blue,7185,no,yes,yes,3,1,,,
43,F,Graduate,Selfemployeed,5525,Married,3,Blue,3445,yes,no,yes,5,1,,,
42,F,Graduate,Blue-collar,49704,Married,3,Blue,7553,no,yes,yes,4,1,,,
56,F,Graduate,Govt,35570,Single,2,Blue,16050,yes,yes,no,5,0,,,
39,F,Doctorate,Retirees,44543,Unknown,3,Blue,2174,no,yes,yes,5,0,,,
49,F,Graduate,Selfemployeed,24721,Married,1,Blue,1438.3,no,yes,no,4,0,,,
43,M,Graduate,Selfemployeed,67007,Unknown,3,Blue,6083,no,no,no,4,0,,,
53,F,Unknown,Businessman,39274,Single,4,Blue,30622,no,no,yes,4,0,,,
52,M,Uneducated,Selfemployeed,107133,Married,1,Blue,25737,no,yes,yes,3,0,,,
42,M,Graduate,Blue-collar,59980,Single,3,Blue,4259,no,no,yes,4,0,,,
43,F,Graduate,Retirees,48110,Single,3,Blue,2465,no,no,yes,3,0,,,
39,M,High School,Blue-collar,99060,Married,4,Blue,1681,no,yes,yes,5,0,,,
30,M,High School,White-collar,78241,Married,0,Blue,2138,no,no,yes,4,0,,,
55,F,High School,Govt,30894,Single,2,Blue,32096,no,no,no,4,0,,,
49,F,Graduate,Blue-collar,10933,Married,3,Blue,3538,yes,yes,no,4,0,,,
51,F,Graduate,Retirees,19529,Married,3,Blue,5512,yes,yes,yes,3,0,,,
55,M,Doctorate,Govt,64004,Married,1,Blue,2456,no,no,yes,4,0,,,
49,F,Post-Graduate,Retirees,47410,Single,1,Blue,3104,no,yes,yes,5,0,,,
39,F,Uneducated,White-collar,30249,Married,2,Blue,1438.3,no,yes,no,5,0,,,
40,F,Graduate,Govt,30369,Single,3,Blue,1871,no,yes,no,5,0,,,
49,F,Graduate,Blue-collar,23835,Married,5,Silver,34516,no,no,yes,5,0,,,
47,F,Graduate,Blue-collar,46340,Married,3,Blue,10800,no,no,no,3,0,,,
44,F,Graduate,Selfemployeed,15042,Married,2,Blue,1643,no,no,yes,4,0,,,
31,F,High School,Businessman,31578,Single,0,Blue,10606,no,no,yes,4,0,,,
48,F,High School,Blue-collar,34927,Married,3,Blue,34516,no,no,no,4,0,,,
45,M,Uneducated,Businessman,68316,Married,1,Blue,1757,no,yes,no,4,0,,,
54,F,High School,Businessman,165025,Married,1,Blue,3981,no,no,no,5,0,,,
58,M,Uneducated,Blue-collar,90078,Unknown,3,Blue,2676,no,no,no,4,0,,,
63,M,Graduate,Selfemployeed,14975,Divorced,0,Silver,30899,no,no,no,5,0,,,
45,F,High School,Blue-collar,45183,Single,3,Blue,3232,no,no,no,3,0,,,
45,M,Graduate,Blue-collar,65524,Married,2,Blue,9036,no,no,no,4,0,,,
58,F,Graduate,Govt,54528,Single,2,Silver,16290,no,yes,no,4,0,,,
39,M,Post-Graduate,White-collar,90096,Unknown,2,Blue,1438.3,yes,yes,yes,5,0,,,
33,F,Graduate,Blue-collar,27499,Married,3,Blue,2005,no,no,no,5,0,,,
56,F,Graduate,Businessman,33294,Married,1,Blue,2576,yes,no,no,4,0,,,
37,F,Graduate,Selfemployeed,14975,Single,1,Blue,19081,no,yes,no,4,0,,,
43,F,Graduate,Selfemployeed,11727,Single,3,Blue,14316,no,no,no,3,0,,,
40,F,Graduate,Blue-collar,23926,Married,1,Silver,34516,no,yes,yes,5,0,,,
40,F,Graduate,Govt,56214,Single,4,Blue,3015,no,no,yes,4,0,,,
46,F,Graduate,White-collar,38823,Married,3,Blue,4852,no,no,no,4,0,,,
36,F,Graduate,Businessman,232465,Single,3,Blue,14840,no,no,no,5,0,,,
43,F,High School,White-collar,15522,Unknown,3,Blue,27858,no,no,yes,5,0,,,
43,M,Graduate,Businessman,63139,Single,4,Blue,1474,no,no,no,3,0,,,
42,M,Graduate,Blue-collar,60132,Single,2,Blue,1438.3,no,no,yes,5,0,,,
39,F,Doctorate,Selfemployeed,5225,Married,2,Blue,7222,no,no,no,4,0,,,
37,M,Graduate,Blue-collar,67869,Single,1,Blue,5996,no,no,no,4,0,,,
46,M,Unknown,Blue-collar,89466,Married,2,Blue,3936,no,no,yes,4,0,,,
51,F,Unknown,Govt,18611,Single,2,Blue,2707,no,no,no,4,0,,,
39,M,Post-Graduate,Businessman,51893,Single,2,Gold,34516,no,no,no,4,0,,,
52,M,Graduate,White-collar,102449,Married,1,Blue,4748,no,yes,no,5,0,,,
64,M,Graduate,Businessman,39807,Single,0,Blue,4555,no,no,no,4,0,,,
50,F,Graduate,Selfemployeed,8250,Single,4,Blue,8362,yes,yes,no,3,0,,,
41,M,Uneducated,Retirees,69166,Married,2,Blue,1562,no,no,no,5,0,,,
46,F,Graduate,Govt,28732,Single,4,Blue,25517,no,yes,yes,3,0,,,
53,M,Graduate,Businessman,76513,Unknown,4,Blue,15594,no,no,yes,5,0,,,
54,F,Graduate,Selfemployeed,10256,Single,3,Blue,3556,no,no,no,4,0,,,
42,F,Graduate,White-collar,17642,Unknown,4,Blue,3201,no,no,no,4,0,,,
29,M,High School,Govt,52727,Single,0,Blue,7434,no,yes,no,5,0,,,
48,M,Post-Graduate,Selfemployeed,70078,Single,3,Blue,1438.3,no,yes,no,5,0,,,
62,F,Unknown,Selfemployeed,13594,Single,1,Blue,1438.3,no,no,yes,4,0,,,
65,M,High School,White-collar,36634,Married,1,Blue,7949,no,no,yes,5,0,,,
50,F,Uneducated,White-collar,29582,Single,4,Blue,3797,yes,no,no,4,0,,,
39,F,Graduate,Selfemployeed,8250,Married,1,Blue,10711,no,yes,no,4,0,,,
45,F,Doctorate,Selfemployeed,20279,Single,1,Blue,6605,no,no,no,4,0,,,
48,M,Graduate,Retirees,72475,Married,3,Blue,5070,no,no,no,5,0,,,
42,M,High School,White-collar,75119,Unknown,3,Blue,2626,no,no,no,5,0,,,
43,M,Graduate,Businessman,94932,Married,3,Blue,3879,no,yes,no,4,0,,,
36,M,Graduate,Selfemployeed,61111,Married,3,Blue,2255,yes,yes,no,4,0,,,
45,M,Graduate,White-collar,119607,Married,3,Blue,5723,no,yes,yes,3,0,,,
44,M,Graduate,Blue-collar,67475,Single,4,Blue,3595,no,no,yes,5,0,,,
35,F,Unknown,Selfemployeed,8250,Single,3,Blue,7477,no,no,yes,5,0,,,
52,F,Graduate,Businessman,31464,Single,1,Blue,2694,no,no,yes,4,0,,,
45,M,Graduate,Blue-collar,100090,Single,2,Blue,3709,no,yes,no,4,0,,,
36,M,Unknown,Retirees,104814,Unknown,3,Blue,8283,no,no,yes,4,0,,,
52,M,Graduate,White-collar,99567,Married,4,Blue,3109,no,no,no,5,0,,,
39,F,Post-Graduate,Businessman,41161,Married,3,Blue,5833,no,yes,no,5,0,,,
46,M,High School,Govt,51286,Single,4,Blue,2577,no,no,no,3,0,,,
52,M,High School,Businessman,60799,Single,1,Blue,8961,no,no,yes,5,0,,,
45,M,Graduate,Retirees,76690,Married,3,Blue,3250,yes,no,yes,5,0,,,
50,F,Graduate,Selfemployeed,34193,Single,3,Blue,3318,no,no,no,5,0,,,
52,F,Unknown,Retirees,40478,Single,1,Blue,26496,yes,no,yes,4,0,,,
57,M,High School,Blue-collar,96670,Single,2,Blue,3089,no,yes,no,5,0,,,
47,M,Graduate,White-collar,123663,Single,3,Blue,9742,no,no,yes,3,0,,,
41,F,Unknown,Govt,36998,Unknown,3,Blue,1438.3,no,yes,yes,5,0,,,
41,F,High School,Businessman,170693,Married,3,Blue,6407,no,no,no,5,0,,,
31,F,Graduate,Selfemployeed,2565,Married,1,Blue,9959,no,yes,yes,5,0,,,
54,F,Doctorate,Selfemployeed,14975,Married,3,Blue,1586,no,no,no,3,0,,,
59,M,Graduate,Govt,71347,Single,2,Blue,4150,no,no,no,4,0,,,
45,F,Unknown,Govt,16701,Single,0,Blue,3103,no,yes,no,5,0,,,
48,M,Graduate,Blue-collar,29035,Single,2,Blue,1643,yes,no,yes,5,0,,,
46,F,Graduate,Selfemployeed,14975,Married,4,Gold,34516,no,yes,yes,4,0,,,
62,F,Graduate,Blue-collar,38756,Single,0,Blue,7165,no,yes,yes,5,0,,,
59,F,Uneducated,Retirees,49413,Married,1,Blue,2194,yes,no,yes,3,0,,,
45,F,Graduate,Blue-collar,10577,Unknown,2,Blue,26437,no,no,no,5,0,,,
36,F,Doctorate,Businessman,222523,Single,4,Gold,16909,no,yes,no,4,0,,,
35,M,Uneducated,White-collar,78630,Single,5,Blue,16553,no,no,no,5,0,,,
39,F,Graduate,Retirees,28622,Married,2,Blue,16254,no,yes,yes,4,0,,,
50,F,Graduate,Selfemployeed,50916,Married,2,Blue,18379,no,no,no,5,0,,,
43,F,Uneducated,Selfemployeed,14975,Single,3,Blue,6265,no,no,yes,5,0,,,
41,F,Unknown,Govt,24731,Single,3,Blue,1714,no,no,yes,4,0,,,
59,M,Graduate,Retirees,70313,Single,1,Blue,1438.3,no,yes,yes,5,0,,,
33,F,Graduate,Selfemployeed,33045,Married,2,Blue,4439,no,no,no,3,0,,,
39,M,Post-Graduate,White-collar,144402,Married,4,Silver,34516,no,yes,no,3,0,,,
39,M,Uneducated,Businessman,165743,Married,4,Blue,11467,no,no,yes,4,0,,,
41,F,High School,Blue-collar,14049,Married,4,Blue,3133,yes,no,yes,4,0,,,
61,M,Unknown,Selfemployeed,65807,Single,0,Blue,2238,no,no,no,5,0,,,
62,F,Unknown,Govt,54132,Married,0,Blue,1438.3,no,yes,no,4,0,,,
64,F,Graduate,Selfemployeed,14975,Married,0,Blue,2685,no,no,no,4,0,,,
55,F,Graduate,Retirees,41177,Married,2,Silver,26988,no,yes,yes,4,0,,,
51,F,Doctorate,Retirees,39079,Married,2,Blue,7115,yes,no,no,5,0,,,
51,M,High School,Govt,108907,Unknown,0,Blue,24735,yes,no,no,5,0,,,
